idx,city,region_idx,name,name_en,property_type,grade,tel,address,rating_hotelscombined,rating_booking,rating_tripadvisor,rating_naver,website,detail_url
1262,강원,1262,추억만들기펜션,Cheorwon Making Memories Pension,펜션,1급,,강원 철원군 갈말읍 윗삼성길 4,,,,,http://www.rememberpension.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK1072056369?adultCnt=2&pageIndex=91&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1263,강원,1263,욕바위펜션,Wonju Yokbawi Pension,펜션,3급,,지정면 안창리 656,5.2,,,,,https://hotels.naver.com/KR1000013/hotels/N5284465?adultCnt=2&pageIndex=91&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1264,강원,1264,래미안펜션,Gangneung Raemian Pension,펜션,1급,,사천면 구라미길 22-76,,,,,http://www.raemianpension.co.kr/,https://hotels.naver.com/KR1000013/hotels/N5285989?adultCnt=2&pageIndex=91&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1265,강원,1265,속초 비로소 가을,Sokcho biroso gaeul,펜션,2급,,강원 속초시 장성천길 61-27,,,,,http://birosops.com/,https://hotels.naver.com/KR1000013/hotels/KYK1070502821?adultCnt=2&pageIndex=91&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1266,강원,1266,한솔 펜션,Hansoll Pension,펜션,3급,,봉평면 흥정계곡1길 43,,,,,http://hansollpension.com/,https://hotels.naver.com/KR1000013/hotels/N4524449?adultCnt=2&pageIndex=91&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1267,강원,1267,썬라이즈펜션,Sunrise Pension,펜션,2급,,옥계면 도직길 13-34,,,,,,https://hotels.naver.com/KR1000013/hotels/N4012839?adultCnt=2&pageIndex=91&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1268,강원,1268,오대산 트리하우스,Tree House Retreat in Mt. Odae,펜션,2급,,진부면 두일리 177-1,,,,,,https://hotels.naver.com/KR1000013/hotels/N4989795?adultCnt=2&pageIndex=91&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1269,강원,1269,홍천 하이디펜션 (비발디파크),Hongcheon High Defense (Vivaldi Park),펜션,1급,,강원도 홍천군 서면 팔봉산로 1073-16,,,,,,https://hotels.naver.com/KR1000013/hotels/KYK1070821532?adultCnt=2&pageIndex=91&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1270,강원,1270,비움펜션,Pyeongchang Empty Pension,펜션,3급,033-336-3636,봉평면 금당계곡로 1778-6,,,,,http://www.biuum.com/,https://hotels.naver.com/KR1000013/hotels/N3304342?adultCnt=2&pageIndex=91&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1271,강원,1271,비밀의숲 풀빌라,Gangneung Secret Forest Pool Villa,펜션,3급,,강원 강릉시 사천면 이설당2길 108-3,,,,,http://www.xn--pg3bl5bj8evyg.com/,https://hotels.naver.com/KR1000013/hotels/KYK1070523679?adultCnt=2&pageIndex=91&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1272,강원,1272,노블레스펜션,Nobless Pension,펜션,2급,,대한민국 강원특별자치도 고성,,,,,,https://hotels.naver.com/KR1000013/hotels/KYK1070245816?adultCnt=2&pageIndex=91&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1273,강원,1273,인제 놀부와흥부펜션,Nolbu and Heungbu Pension,펜션,2급,,기린면 조침령로 2112,,,,,http://nolbu_heungbu.staynt.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK8331185?adultCnt=2&pageIndex=91&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1274,강원,1274,구름에달가듯이 펜션,Moon On The Cloud,펜션,2급,010-4311-3740,김삿갓면 김삿갓로 497-51,8.7,8.2,,,http://www.xn--o39az0ay4j58br5ixtuduc.com/,https://hotels.naver.com/KR1000013/hotels/N3643292?adultCnt=2&pageIndex=91&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1275,강원,1275,양양 금풀애펜션,Yangyang Gold Poolae Pension,펜션,2급,,강원특별자치도 양양군 현북면 원일전길 33-36,,,,,http://woniljeon.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK9489986?adultCnt=2&pageIndex=92&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1276,강원,1276,강촌휴펜션,Rest Pension In Chuncheon,펜션,2급,010-6484-3837,남산면 풀무골1길 20,,,,,http://gchuepension.com/,https://hotels.naver.com/KR1000013/hotels/N3304369?adultCnt=2&pageIndex=92&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1277,강원,1277,평창 송림 독채펜션,Pyeongchang Songnim Private Pension,펜션,1급,,진부면 화의1길 14-9,,,,,http://www.songlimgardenpension.com/,https://hotels.naver.com/KR1000013/hotels/KYK7233434?adultCnt=2&pageIndex=92&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1278,강원,1278,아침의 소리,Morning Sound,펜션,2급,,봉평면 무이진등길 77-70,9.4,,,,http://www.xn--oy2b17lu7c2scjyn.kr/,https://hotels.naver.com/KR1000013/hotels/N4995484?adultCnt=2&pageIndex=92&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1279,강원,1279,강릉 하연민박펜션,Gangneung Hayeon Homestay Pension,펜션,3급,,강원특별자치도 강릉시 옥계면 흙수골길 118,,,,,https://www.yapen.co.kr/external?ypIdx=69071,https://hotels.naver.com/KR1000013/hotels/KYK10360099?adultCnt=2&pageIndex=92&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1280,강원,1280,강촌 러브레터펜션,Chuncheon (Namiseom) Gangchon Love Letter Pension,펜션,2급,,남산면 보매기1길 104,,,,,http://www.love-letter.co.kr/,https://hotels.naver.com/KR1000013/hotels/N5130390?adultCnt=2&pageIndex=92&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1281,강원,1281,오대산보궁민박,Pyeongchang Odaesan Bogung Pension,펜션,2급,,강원 평창군 진부면 오대산3길 47,7.8,,,,,https://hotels.naver.com/KR1000013/hotels/KYK1070751082?adultCnt=2&pageIndex=92&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1282,강원,1282,평창 처음처럼 펜션,Pyeongchang Cheoeumcheoleom Pension,펜션,3급,,강원 평창군 봉평면 경강로 614,,,,,,https://hotels.naver.com/KR1000013/hotels/KYK10019859?adultCnt=2&pageIndex=92&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1283,강원,1283,강릉 ST153,Gangneung St153,펜션,1급,,하남길 327,,,,,http://st153.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK1070460925?adultCnt=2&pageIndex=92&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1284,강원,1284,홍천 코스모스민박펜션,Hongcheon Cosmos Pension,펜션,2급,,강원도 홍천군 서면 개야강변길 42,,,,,,https://hotels.naver.com/KR1000013/hotels/KYK4744493?adultCnt=2&pageIndex=92&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1285,강원,1285,꿈에그린펜션,Ggume Geurin Pension,펜션,2급,,남산면 보매기1길 61-56,,,,,,https://hotels.naver.com/KR1000013/hotels/N4558002?adultCnt=2&pageIndex=92&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1286,강원,1286,오아시스 펜션,Gangchon Oasis Pension,펜션,2급,,남산면 노일길 94,,,,,,https://hotels.naver.com/KR1000013/hotels/N5278151?adultCnt=2&pageIndex=92&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1287,강원,1287,평창다온숲,Pyeongchang Daon Forest Pension,펜션,2급,,강원 평창군 봉평면 후군동길 98-10,,,,,http://www.xn--2j1b730a52c54h8pk.com/,https://hotels.naver.com/KR1000013/hotels/KYK1070524844?adultCnt=2&pageIndex=92&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1288,강원,1288,강릉 산장펜션,Gangneung Sanjang Pension,펜션,3급,,강원도 강릉시 옥계면 영밑길187,,,,,https://aldnjf2003.wixsite.com/kokoko6807,https://hotels.naver.com/KR1000013/hotels/KYK1070592911?adultCnt=2&pageIndex=92&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1289,강원,1289,휘겔빌리지,Hugel Village,펜션,2급,033-334-8077,대관령면 솔봉로 236-11,,,,,,https://hotels.naver.com/KR1000013/hotels/N3013645?adultCnt=2&pageIndex=93&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1290,강원,1290,영월 파랑새펜션,Youngwol Blue Bird Pension,펜션,2급,,강원 영월군 김삿갓면 김삿갓로 497-57,9.6,,,,,https://hotels.naver.com/KR1000013/hotels/KYK7233263?adultCnt=2&pageIndex=93&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1291,강원,1291,인제 백담사십이선녀펜션,Baekdamsa Temple Twelve Fairy Pension in Inje,펜션,2급,,강원도 인제군 북면 십이선녀탕길 69-20,,,,,http://www.xn--12-q24i264biidxjs41gtvfk8d.com/,https://hotels.naver.com/KR1000013/hotels/KYK1070603769?adultCnt=2&pageIndex=93&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1292,강원,1292,산에들에 펜션,Mountin Hill Pension,펜션,2급,,남산면 소주고개로 465-12,,,,,http://sandl.withusnet.com/,https://hotels.naver.com/KR1000013/hotels/N4604283?adultCnt=2&pageIndex=93&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1293,강원,1293,펀앤해피펜션,Fun and Happy pension,펜션,2급,,강원 정선군 남면 자뭇골길 210,8.8,,,,http://funnhappypension.com/,https://hotels.naver.com/KR1000013/hotels/KYK9193013?adultCnt=2&pageIndex=93&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1294,강원,1294,가평 산울로수상레져펜션,Sanulo Water Leisure Pension,펜션,2급,,경기 가평군 설악면 미사리로 859-30,,,,,,https://hotels.naver.com/KR1000013/hotels/KYK7234225?adultCnt=2&pageIndex=93&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
