"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions","correct_keyboard_response","correct_response","correct_target","count_about_this_template","count_blank","count_block_loop","count_block_sequence","count_end_of_experiment","count_end_of_practice","count_experiment","count_experimental_loop","count_feedback","count_fixation","count_instructions","count_keyboard_response","count_logger","count_practice_loop","count_prime","count_reset_feedback","count_target","count_trial_sequence","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block_loop","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","prime","prime_condition","relation","repeat_cycle","response","response_end_of_experiment","response_end_of_practice","response_feedback","response_instructions","response_keyboard_response","response_target","response_time","response_time_end_of_experiment","response_time_end_of_practice","response_time_feedback","response_time_instructions","response_time_keyboard_response","response_time_target","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","target_condition","time_about_this_template","time_blank","time_block_loop","time_block_sequence","time_end_of_experiment","time_end_of_practice","time_experiment","time_experimental_loop","time_feedback","time_fixation","time_instructions","time_keyboard_response","time_logger","time_practice_loop","time_prime","time_reset_feedback","time_target","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"0","0","0.028299999939918052","0.028299999939918052","white","yes","psycho","psycho","psycho","0","uniform","0","undefined","0","n","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","0","0","0","Tue Dec  5 18:44:23 2023","A template containing a practice and an experimental phase","yes","TalkFile_언어학과심리실험_B조_기말과제용심리실험.osexp.osexp","C:\Users\rober\OneDrive\Documents\Downloads","no","mono","no","18","no","black","no","yes","768","psycho","0","0","0","C:/Users/rober/OneDrive/바탕 화면/subject-5.csv","psycho","Lentiform Loewenfeld","3.3.14","yes","달","artifactual","same phoneme","0","None","NA","NA","NA","a","None","a","0.028299999939918052","NA","NA","NA","9012.323799999649","0.028299999939918052","686.0123000005842","2","psycho","1024","2","48000","-16","experiment","5","odd","달력","natural","NA","24923.260700000355","24046.430400000645","24046.188000000257","NA","NA","15015.080600000147","NA","NA","24209.682100000464","15030.971900000623","25715.646700000434","25715.848000000733","24045.29679999996","24417.69430000022","NA","25028.835000000072","24196.26040000003","Extended template","0","0.028299999939918052","1","yes","1024"
"0","0","0.03079999987676274","0.03079999987676274","white","yes","psycho","psycho","psycho","0","uniform","0","undefined","0","n","1","0","1","0","0","0","0","0","0","NA","1","0","1","1","0","1","0","1","1","Tue Dec  5 18:44:23 2023","A template containing a practice and an experimental phase","yes","TalkFile_언어학과심리실험_B조_기말과제용심리실험.osexp.osexp","C:\Users\rober\OneDrive\Documents\Downloads","no","mono","no","18","no","black","no","yes","768","psycho","1","1","0","C:/Users/rober/OneDrive/바탕 화면/subject-5.csv","psycho","Lentiform Loewenfeld","3.3.14","yes","풍차","artifactual","no-correlation","0","None","NA","NA","NA","a","None","n","0.03329999981360743","NA","NA","NA","9012.323799999649","0.03329999981360743","737.3324000000139","2","psycho","1024","2","48000","-16","experiment","5","odd","흙","natural","NA","26618.067400000655","24046.430400000645","24046.188000000257","NA","NA","15015.080600000147","NA","NA","25903.654000000643","15030.971900000623","27462.052000000767","27462.29889999995","24045.29679999996","26111.926999999923","NA","26723.850300000777","25895.07870000034","Extended template","0","0.06159999975352548","2","yes","1024"
"0","0","0.03173333334416384","0.03173333334416384","white","yes","psycho","psycho","psycho","0","uniform","0","undefined","0","a","1","0","2","0","0","0","0","0","0","NA","2","0","2","2","0","2","0","2","2","Tue Dec  5 18:44:23 2023","A template containing a practice and an experimental phase","yes","TalkFile_언어학과심리실험_B조_기말과제용심리실험.osexp.osexp","C:\Users\rober\OneDrive\Documents\Downloads","no","mono","no","18","no","black","no","yes","768","psycho","2","2","0","C:/Users/rober/OneDrive/바탕 화면/subject-5.csv","psycho","Lentiform Loewenfeld","3.3.14","yes","소나무","natural","same phoneme","0","None","NA","NA","NA","a","None","a","0.033600000278966036","NA","NA","NA","9012.323799999649","0.033600000278966036","730.9302999992724","2","psycho","1024","2","48000","-16","experiment","5","odd","소방서","artifactual","NA","28326.206400000046","24046.430400000645","24046.188000000257","NA","NA","15015.080600000147","NA","NA","27613.11680000017","15030.971900000623","29163.5696000003","29163.785000000644","24045.29679999996","27821.240600000237","NA","28431.670700000723","27603.806400000394","Extended template","0","0.09520000003249152","3","yes","1024"
"0","0","0.026699999580159783","0.026699999580159783","white","yes","psycho","psycho","psycho","0","uniform","0","undefined","0","n","1","0","3","1","1","0","0","0","0","NA","3","0","3","3","0","3","1","3","3","Tue Dec  5 18:44:23 2023","A template containing a practice and an experimental phase","yes","TalkFile_언어학과심리실험_B조_기말과제용심리실험.osexp.osexp","C:\Users\rober\OneDrive\Documents\Downloads","no","mono","no","18","no","black","no","yes","768","psycho","0","0","0","C:/Users/rober/OneDrive/바탕 화면/subject-5.csv","psycho","Lentiform Loewenfeld","3.3.14","no","언덕","natural","no-correlation","0","None","NA","a","NA","a","None","n","0.026699999580159783","NA","782.2125000002416","NA","9012.323799999649","0.026699999580159783","756.9609000001947","2","psycho","1024","2","48000","-16","experiment","5","odd","고양이","natural","NA","30869.074700000056","30061.86020000041","30061.763900000187","NA","29277.70000000055","15015.080600000147","30060.935900000004","NA","30155.25510000043","15030.971900000623","31732.813700000406","31733.02590000003","24045.29679999996","30363.6219","NA","30974.980200000573","30145.82110000083","Extended template","0","0.026699999580159783","1","yes","1024"
"0","0","0.029149999591027154","0.029149999591027154","white","yes","psycho","psycho","psycho","0","uniform","0","undefined","0","a","1","0","4","1","1","0","0","0","0","NA","4","0","4","4","0","4","1","4","4","Tue Dec  5 18:44:23 2023","A template containing a practice and an experimental phase","yes","TalkFile_언어학과심리실험_B조_기말과제용심리실험.osexp.osexp","C:\Users\rober\OneDrive\Documents\Downloads","no","mono","no","18","no","black","no","yes","768","psycho","1","1","0","C:/Users/rober/OneDrive/바탕 화면/subject-5.csv","psycho","Lentiform Loewenfeld","3.3.14","no","시","artifactual","similar-environmental","0","None","NA","a","NA","a","None","a","0.031599999601894524","NA","782.2125000002416","NA","9012.323799999649","0.031599999601894524","718.6295000001337","2","psycho","1024","2","48000","-16","experiment","5","odd","소설","artifactual","NA","32587.686500000018","30061.86020000041","30061.763900000187","NA","29277.70000000055","15015.080600000147","30060.935900000004","NA","31874.619600000187","15030.971900000623","33413.16470000038","33413.391400000364","24045.29679999996","32082.84090000052","NA","32693.67180000063","31866.080200000397","Extended template","0","0.05829999918205431","2","yes","1024"
"0","0","0.028833333090005908","0.028833333090005908","white","yes","psycho","psycho","psycho","0","uniform","0","undefined","0","n","0","0","5","1","1","0","0","0","0","NA","5","0","5","5","0","5","1","5","5","Tue Dec  5 18:44:23 2023","A template containing a practice and an experimental phase","yes","TalkFile_언어학과심리실험_B조_기말과제용심리실험.osexp.osexp","C:\Users\rober\OneDrive\Documents\Downloads","no","mono","no","18","no","black","no","yes","768","psycho","2","2","0","C:/Users/rober/OneDrive/바탕 화면/subject-5.csv","psycho","Lentiform Loewenfeld","3.3.14","no","달","artifactual","same phoneme","0","None","NA","a","NA","a","None","a","0.028200000087963417","NA","782.2125000002416","NA","9012.323799999649","0.028200000087963417","567.7663999995275","2","psycho","1024","2","48000","-16","experiment","5","odd","달력","natural","NA","34321.214800000234","30061.86020000041","30061.763900000187","NA","29277.70000000055","15015.080600000147","30060.935900000004","NA","33608.0292000006","15030.971900000623","34996.41960000008","34996.655400000236","24045.29679999996","33815.852700000505","NA","34427.82250000073","33597.50080000049","Extended template","0","0.08649999927001772","3","yes","1024"
"0","0","0.02914999981840083","0.02914999981840083","white","yes","psycho","psycho","psycho","0","uniform","0","undefined","0","n","0","0","6","1","1","0","0","0","0","NA","6","0","6","6","0","6","1","6","6","Tue Dec  5 18:44:23 2023","A template containing a practice and an experimental phase","yes","TalkFile_언어학과심리실험_B조_기말과제용심리실험.osexp.osexp","C:\Users\rober\OneDrive\Documents\Downloads","no","mono","no","18","no","black","no","yes","768","psycho","3","3","0","C:/Users/rober/OneDrive/바탕 화면/subject-5.csv","psycho","Lentiform Loewenfeld","3.3.14","no","수영","artifactual","similar-environmental","0","None","NA","a","NA","a","None","a","0.030100000003585592","NA","782.2125000002416","NA","9012.323799999649","0.030100000003585592","881.796900000154","2","psycho","1024","2","48000","-16","experiment","5","odd","바다","natural","NA","35856.26219999995","30061.86020000041","30061.763900000187","NA","29277.70000000055","15015.080600000147","30060.935900000004","NA","35142.20380000006","15030.971900000623","36844.95390000029","36845.208300000195","24045.29679999996","35349.86620000018","NA","35962.28289999999","35133.507100000315","Extended template","0","0.11659999927360332","4","yes","1024"
"0","0","0.028499999825726263","0.028499999825726263","white","yes","psycho","psycho","psycho","0","uniform","0","undefined","0","a","1","0","7","1","1","0","0","0","0","NA","7","0","7","7","0","7","1","7","7","Tue Dec  5 18:44:23 2023","A template containing a practice and an experimental phase","yes","TalkFile_언어학과심리실험_B조_기말과제용심리실험.osexp.osexp","C:\Users\rober\OneDrive\Documents\Downloads","no","mono","no","18","no","black","no","yes","768","psycho","4","4","0","C:/Users/rober/OneDrive/바탕 화면/subject-5.csv","psycho","Lentiform Loewenfeld","3.3.14","no","안음풍","non-word","non-word","0","None","NA","a","NA","a","None","a","0.025899999855028","NA","782.2125000002416","NA","9012.323799999649","0.025899999855028","768.1557000005341","2","psycho","1024","2","48000","-16","experiment","5","odd","의자","artifactual","NA","37704.05440000013","30061.86020000041","30061.763900000187","NA","29277.70000000055","15015.080600000147","30060.935900000004","NA","36990.47950000022","15030.971900000623","38578.790800000206","38579.03410000017","24045.29679999996","37198.59240000005","NA","37809.82380000023","36981.91490000045","Extended template","0","0.14249999912863132","5","yes","1024"
"0","0","0.028383333149880247","0.028383333149880247","white","yes","psycho","psycho","psycho","0","uniform","0","undefined","0","a","1","0","8","1","1","0","0","0","0","NA","8","0","8","8","0","8","1","8","8","Tue Dec  5 18:44:23 2023","A template containing a practice and an experimental phase","yes","TalkFile_언어학과심리실험_B조_기말과제용심리실험.osexp.osexp","C:\Users\rober\OneDrive\Documents\Downloads","no","mono","no","18","no","black","no","yes","768","psycho","5","5","0","C:/Users/rober/OneDrive/바탕 화면/subject-5.csv","psycho","Lentiform Loewenfeld","3.3.14","no","모자","artifactual","no-correlation","0","None","NA","a","NA","a","None","a","0.027799999770650174","NA","782.2125000002416","NA","9012.323799999649","0.027799999770650174","781.289999999899","2","psycho","1024","2","48000","-16","experiment","5","odd","마우스","artifactual","NA","39437.76580000031","30061.86020000041","30061.763900000187","NA","29277.70000000055","15015.080600000147","30060.935900000004","NA","38724.10590000072","15030.971900000623","40326.539100000446","40326.798100000815","24045.29679999996","38932.0974000002","NA","39544.3920000007","38715.33880000061","Extended template","0","0.1702999988992815","6","yes","1024"
"0","0","0.02841428561493688","0.02841428561493688","white","yes","psycho","psycho","psycho","0","uniform","0","undefined","0","a","0","0","9","1","1","0","0","0","0","NA","9","0","9","9","0","9","1","9","9","Tue Dec  5 18:44:23 2023","A template containing a practice and an experimental phase","yes","TalkFile_언어학과심리실험_B조_기말과제용심리실험.osexp.osexp","C:\Users\rober\OneDrive\Documents\Downloads","no","mono","no","18","no","black","no","yes","768","psycho","6","6","0","C:/Users/rober/OneDrive/바탕 화면/subject-5.csv","psycho","Lentiform Loewenfeld","3.3.14","no","바다","natural","similar-environmental","0","None","NA","a","NA","a","None","n","0.02860000040527666","NA","782.2125000002416","NA","9012.323799999649","0.02860000040527666","1686.8603000002622","2","psycho","1024","2","48000","-16","experiment","5","odd","배","artifactual","NA","41185.33770000067","30061.86020000041","30061.763900000187","NA","29277.70000000055","15015.080600000147","30060.935900000004","NA","40471.063900000445","15030.971900000623","42979.34170000008","42979.60980000062","24045.29679999996","40679.51340000036","NA","41291.51730000012","40462.79030000005","Extended template","0","0.19889999930455815","7","yes","1024"
